Outlet_ID,weekly_sale_for_1,weekly_sale_for_2,weekly_sale_for_3,weekly_sale_for_4,weekly_sale_for_5,weekly_sale_for_6,weekly_sale_for_7,weekly_sale_for_8,weekly_sale_for_9,weekly_sale_for_10,weekly_sale_for_11,weekly_sale_for_12,weekly_sold_volume_for_1,weekly_sold_volume_for_2,weekly_sold_volume_for_3,weekly_sold_volume_for_4,weekly_sold_volume_for_5,weekly_sold_volume_for_6,weekly_sold_volume_for_7,weekly_sold_volume_for_8,weekly_sold_volume_for_9,weekly_sold_volume_for_10,weekly_sold_volume_for_11,weekly_sold_volume_for_12,weekly_earning_for_1,weekly_earning_for_2,weekly_earning_for_3,weekly_earning_for_4,weekly_earning_for_5,weekly_earning_for_6,weekly_earning_for_7,weekly_earning_for_8,weekly_earning_for_9,weekly_earning_for_10,weekly_earning_for_11,weekly_earning_for_12,Butter Pecan Small Stick_units_sold,Chocolate Petite Bar_units_sold,Mint Bite-size Pop_units_sold,Strawberry Tiny Cup_units_sold,Vanilla Mini Cone_units_sold,Chocolate Fudge Big Scoop_units_sold,Cookies and Cream Mega Tub_units_sold,Mint Chocolate Chip Family Pack_units_sold,Moose Tracks Jumbo Cup_units_sold,Rocky Road Mega Tub_units_sold,Butter Pecan Small Stick_volume_sold,Chocolate Petite Bar_volume_sold,Mint Bite-size Pop_volume_sold,Strawberry Tiny Cup_volume_sold,Vanilla Mini Cone_volume_sold,Chocolate Fudge Big Scoop_volume_sold,Cookies and Cream Mega Tub_volume_sold,Mint Chocolate Chip Family Pack_volume_sold,Moose Tracks Jumbo Cup_volume_sold,Rocky Road Mega Tub_volume_sold,Butter Pecan Small Stick_earning,Chocolate Petite Bar_earning,Mint Bite-size Pop_earning,Strawberry Tiny Cup_earning,Vanilla Mini Cone_earning,Chocolate Fudge Big Scoop_earning,Cookies and Cream Mega Tub_earning,Mint Chocolate Chip Family Pack_earning,Moose Tracks Jumbo Cup_earning,Rocky Road Mega Tub_earning,labels
ID2126,3278.0,3958.0,4145.0,4426.0,3379.0,2977.0,1648.0,2249.0,3815.0,2622.0,2853.0,2022.0,655.6,791.6,829.0,885.2,675.8000000000001,595.4000000000001,329.6,449.8,763.0,524.4000000000001,570.6,404.40000000000003,322750.0,396660.0,414220.0,443620.0,333740.0,306750.0,157370.0,222520.0,384330.0,253530.0,282180.0,199260.0,6959.0,10040.0,4968.0,8013.0,7392.0,0.0,0.0,0.0,0.0,0.0,1391.8000000000002,2008.0,993.6,1602.6000000000001,1478.4,0.0,0.0,0.0,0.0,0.0,695900.0,903600.0,496800.0,881430.0,739200.0,0.0,0.0,0.0,0.0,0.0,2
ID7978,2604.0,2755.0,3665.0,2917.0,2023.0,3013.0,1573.0,3841.0,2853.0,3270.0,3088.0,3221.0,520.8,551.0,733.0,583.4000000000001,404.6,602.6,314.6,768.2,570.6,654.0,617.6,644.2,260630.0,274370.0,368860.0,288380.0,204120.0,291410.0,149540.0,391090.0,284190.0,327730.0,312810.0,316610.0,6309.0,8892.0,5377.0,7636.0,6609.0,0.0,0.0,0.0,0.0,0.0,1261.8,1778.4,1075.4,1527.2,1321.8000000000002,0.0,0.0,0.0,0.0,0.0,630900.0,800280.0,537700.0,839960.0,660900.0,0.0,0.0,0.0,0.0,0.0,2
ID6105,2340.0,3504.0,2466.0,1969.0,3331.0,2737.0,2728.0,4644.0,2433.0,2873.0,3415.0,3288.0,468.0,700.8000000000001,493.20000000000005,393.80000000000007,666.2,547.4000000000001,545.6,928.8000000000001,486.6,574.6,683.0,657.6,235460.0,340290.0,240330.0,200360.0,334250.0,270130.0,261190.0,458560.0,243770.0,284880.0,341910.0,325960.0,7545.0,8275.0,7420.0,4704.0,7784.0,0.0,0.0,0.0,0.0,0.0,1509.0,1655.0000000000002,1484.0,940.8000000000001,1556.8000000000002,0.0,0.0,0.0,0.0,0.0,754500.0,744750.0,742000.0,517440.0,778400.0,0.0,0.0,0.0,0.0,0.0,2
ID1150,1892.0,3917.0,3114.0,2911.0,3869.0,2005.0,2912.0,3622.0,3495.0,2769.0,2225.0,2977.0,378.4,783.4000000000001,622.8,582.2,773.8,401.0,582.4,724.4000000000001,699.0,553.8,445.0,595.4000000000001,185600.0,387200.0,305840.0,295150.0,384660.0,209150.0,281300.0,367920.0,346740.0,278510.0,223080.0,292770.0,6952.0,8666.0,6311.0,7378.0,6401.0,0.0,0.0,0.0,0.0,0.0,1390.4,1733.2,1262.2,1475.6000000000001,1280.2,0.0,0.0,0.0,0.0,0.0,695200.0,779940.0,631100.0,811580.0,640100.0,0.0,0.0,0.0,0.0,0.0,2
ID9355,3982.0,3711.0,2857.0,3044.0,2691.0,2652.0,1984.0,3402.0,3148.0,3899.0,4029.0,2397.0,796.4000000000001,742.2,571.4,608.8,538.2,530.4000000000001,396.8,680.4,629.6,779.8000000000001,805.8000000000001,479.40000000000003,400170.0,371080.0,274800.0,307510.0,264930.0,263430.0,191570.0,338880.0,309470.0,385890.0,401820.0,246230.0,7901.0,9163.0,7179.0,6781.0,6772.0,0.0,0.0,0.0,0.0,0.0,1580.2,1832.6000000000001,1435.8000000000002,1356.2,1354.4,0.0,0.0,0.0,0.0,0.0,790100.0,824670.0,717900.0,745910.0,677200.0,0.0,0.0,0.0,0.0,0.0,2
ID4920,3133.0,3016.0,3884.0,3275.0,3764.0,1937.0,2934.0,3033.0,2270.0,2319.0,3087.0,1814.0,626.6,603.2,776.8,655.0,752.8000000000001,387.40000000000003,586.8000000000001,606.6,454.0,463.80000000000007,617.4,362.8,304200.0,299610.0,395680.0,327510.0,373040.0,192920.0,288840.0,311600.0,234410.0,237500.0,307090.0,186880.0,6646.0,6317.0,8908.0,7585.0,5010.0,0.0,0.0,0.0,0.0,0.0,1329.2,1263.4,1781.6000000000001,1517.0,1002.0000000000001,0.0,0.0,0.0,0.0,0.0,664600.0,568530.0,890800.0,834350.0,501000.0,0.0,0.0,0.0,0.0,0.0,2
ID9971,3178.0,3184.0,3223.0,2327.0,3435.0,2771.0,2964.0,3464.0,4439.0,1656.0,2255.0,3587.0,635.6,636.8000000000001,644.6,465.40000000000003,687.0,554.2,592.8000000000001,692.8000000000001,887.8000000000001,331.20000000000005,451.0,717.4000000000001,313310.0,317550.0,327090.0,237150.0,342640.0,267830.0,292870.0,352740.0,444290.0,169810.0,228940.0,364100.0,6361.0,6784.0,9162.0,7786.0,6390.0,0.0,0.0,0.0,0.0,0.0,1272.2,1356.8,1832.4,1557.2,1278.0,0.0,0.0,0.0,0.0,0.0,636100.0,610560.0,916200.0,856460.0,639000.0,0.0,0.0,0.0,0.0,0.0,2
ID7897,3466.0,4273.0,2876.0,3017.0,3522.0,2343.0,2939.0,4113.0,3112.0,2697.0,4174.0,2036.0,693.2,854.6,575.2,603.4000000000001,704.4000000000001,468.6,587.8000000000001,822.6,622.4,539.4000000000001,834.8000000000001,407.20000000000005,344680.0,425170.0,296690.0,298300.0,351590.0,235090.0,297700.0,410100.0,311900.0,269220.0,413320.0,203730.0,7893.0,8358.0,7645.0,8427.0,6245.0,0.0,0.0,0.0,0.0,0.0,1578.6000000000001,1671.6000000000001,1529.0,1685.4,1249.0,0.0,0.0,0.0,0.0,0.0,789300.0,752220.0,764500.0,926970.0,624500.0,0.0,0.0,0.0,0.0,0.0,2
ID8025,3505.0,2802.0,2245.0,2453.0,3163.0,3930.0,3794.0,4520.0,3872.0,2928.0,2762.0,3486.0,701.0,560.4000000000001,449.0,490.6,632.6,786.0,758.8,904.0,774.4000000000001,585.6,552.4000000000001,697.2,349640.0,275900.0,220400.0,242140.0,316700.0,390140.0,373110.0,454460.0,389940.0,287890.0,267140.0,351110.0,8198.0,9297.0,6715.0,6554.0,8696.0,0.0,0.0,0.0,0.0,0.0,1639.6000000000001,1859.4,1343.0,1310.8000000000002,1739.2,0.0,0.0,0.0,0.0,0.0,819800.0,836730.0,671500.0,720940.0,869600.0,0.0,0.0,0.0,0.0,0.0,2
ID5340,4192.0,1529.0,1863.0,2998.0,2968.0,2992.0,3224.0,1903.0,3606.0,4590.0,2585.0,3536.0,838.4000000000001,305.8,372.6,599.6,593.6,598.4000000000001,644.8000000000001,380.6,721.2,918.0,517.0,707.2,417200.0,157360.0,186920.0,299350.0,289130.0,305090.0,317770.0,188980.0,358850.0,455400.0,256890.0,348040.0,6956.0,7989.0,5468.0,6227.0,9346.0,0.0,0.0,0.0,0.0,0.0,1391.2,1597.8000000000002,1093.6000000000001,1245.4,1869.2,0.0,0.0,0.0,0.0,0.0,695600.0,719010.0,546800.0,684970.0,934600.0,0.0,0.0,0.0,0.0,0.0,2
ID8419,4451.0,3548.0,2160.0,3042.0,1772.0,3335.0,981.0,3514.0,3242.0,1429.0,2466.0,2176.0,890.2,709.6,432.0,608.4,354.40000000000003,667.0,196.20000000000002,702.8000000000001,648.4,285.8,493.20000000000005,435.20000000000005,448960.0,366080.0,205920.0,297060.0,183380.0,328980.0,99620.0,349460.0,323110.0,141590.0,252910.0,216930.0,5670.0,5744.0,6298.0,5984.0,8420.0,0.0,0.0,0.0,0.0,0.0,1134.0,1148.8000000000002,1259.6000000000001,1196.8000000000002,1684.0,0.0,0.0,0.0,0.0,0.0,567000.0,516960.0,629800.0,658240.0,842000.0,0.0,0.0,0.0,0.0,0.0,2
ID6628,4209.0,6675.0,7541.0,5890.0,7564.0,6581.0,7241.0,7305.0,6486.0,7949.0,6038.0,8168.0,1286.6,1687.0,2147.4,1570.0,2376.0,1465.8000000000002,1891.4,2049.8,1599.6,2156.2000000000003,1886.8000000000002,2364.0,1011800.0,1141870.0,1576690.0,1115060.0,1866190.0,841570.0,1298000.0,1464670.0,1055560.0,1509900.0,1479210.0,1753330.0,13796.0,9887.0,17128.0,17937.0,15210.0,1997.0,1366.0,1849.0,1352.0,1125.0,2759.2000000000003,1977.4,3425.6000000000004,3587.4,3042.0,1997.0,1366.0,1849.0,1352.0,1125.0,1379600.0,889830.0,1712800.0,1973070.0,1521000.0,2396400.0,1502600.0,2126350.0,1487200.0,1125000.0,1
ID6210,2686.0,3669.0,2435.0,3605.0,845.0,2283.0,3084.0,2572.0,1917.0,3802.0,2918.0,2889.0,537.2,733.8000000000001,487.0,721.0,169.0,456.6,616.8000000000001,514.4000000000001,383.40000000000003,760.4000000000001,583.6,577.8000000000001,264920.0,362430.0,240670.0,364480.0,87240.0,223600.0,314720.0,262180.0,195510.0,374690.0,300050.0,290220.0,6182.0,5498.0,7430.0,6519.0,7076.0,0.0,0.0,0.0,0.0,0.0,1236.4,1099.6000000000001,1486.0,1303.8000000000002,1415.2,0.0,0.0,0.0,0.0,0.0,618200.0,494820.0,743000.0,717090.0,707600.0,0.0,0.0,0.0,0.0,0.0,2
ID8996,3687.0,2763.0,1998.0,3982.0,1867.0,2603.0,2564.0,3841.0,3094.0,2728.0,3627.0,3894.0,737.4000000000001,552.6,399.6,796.4,373.40000000000003,520.6,512.8000000000001,768.2,618.8000000000001,545.6,725.4,778.8000000000001,372980.0,275090.0,202890.0,390950.0,189060.0,254040.0,263480.0,387230.0,317470.0,268440.0,366200.0,386640.0,7974.0,4960.0,8957.0,5927.0,8830.0,0.0,0.0,0.0,0.0,0.0,1594.8000000000002,992.0,1791.4,1185.4,1766.0,0.0,0.0,0.0,0.0,0.0,797400.0,446400.0,895700.0,651970.0,883000.0,0.0,0.0,0.0,0.0,0.0,2
ID2562,2934.0,2365.0,1794.0,3118.0,2128.0,2267.0,3956.0,3568.0,3727.0,2136.0,2024.0,2818.0,586.8000000000001,473.0,358.8,623.6,425.6,453.40000000000003,791.2,713.6,745.4000000000001,427.20000000000005,404.80000000000007,563.6,287740.0,233610.0,173920.0,303860.0,216910.0,227310.0,398010.0,361210.0,382730.0,222520.0,204200.0,283370.0,7928.0,5450.0,6115.0,6639.0,6703.0,0.0,0.0,0.0,0.0,0.0,1585.6000000000001,1090.0,1223.0,1327.8000000000002,1340.6000000000001,0.0,0.0,0.0,0.0,0.0,792800.0,490500.0,611500.0,730290.0,670300.0,0.0,0.0,0.0,0.0,0.0,2
ID2059,2583.0,3597.0,2073.0,2643.0,2901.0,2937.0,2671.0,3227.0,2868.0,2620.0,3652.0,2747.0,516.6,719.4000000000001,414.6,528.6,580.2,587.4,534.2,645.4000000000001,573.6,524.0,730.4,549.4000000000001,249500.0,360470.0,202460.0,272220.0,291470.0,293800.0,264290.0,318610.0,287610.0,266470.0,367400.0,281080.0,5962.0,7566.0,7860.0,7914.0,5217.0,0.0,0.0,0.0,0.0,0.0,1192.4,1513.2,1572.0,1582.8,1043.4,0.0,0.0,0.0,0.0,0.0,596200.0,680940.0,786000.0,870540.0,521700.0,0.0,0.0,0.0,0.0,0.0,2
ID7681,2250.0,3677.0,1751.0,3545.0,2856.0,2703.0,3542.0,3601.0,3060.0,1821.0,3825.0,2635.0,450.0,735.4000000000001,350.20000000000005,709.0,571.2,540.6,708.4000000000001,720.2,612.0,364.20000000000005,765.0,527.0,223900.0,360210.0,171320.0,355480.0,294220.0,271130.0,349070.0,359230.0,305910.0,180010.0,376600.0,263580.0,5015.0,8683.0,8939.0,7089.0,5540.0,0.0,0.0,0.0,0.0,0.0,1003.0,1736.6000000000001,1787.8000000000002,1417.8000000000002,1108.0,0.0,0.0,0.0,0.0,0.0,501500.0,781470.0,893900.0,779790.0,554000.0,0.0,0.0,0.0,0.0,0.0,2
ID9163,3892.0,4779.0,2951.0,3544.0,1879.0,3405.0,3413.0,2284.0,2659.0,2504.0,2759.0,3668.0,778.4,955.8000000000001,590.2,708.8000000000001,375.8,681.0,682.6,456.80000000000007,531.8000000000001,500.8,551.8,733.6,393840.0,474030.0,283600.0,346840.0,190700.0,339720.0,337960.0,222690.0,274180.0,250190.0,269350.0,366670.0,7906.0,7841.0,7484.0,5448.0,9058.0,0.0,0.0,0.0,0.0,0.0,1581.2,1568.2,1496.8000000000002,1089.6000000000001,1811.6000000000001,0.0,0.0,0.0,0.0,0.0,790600.0,705690.0,748400.0,599280.0,905800.0,0.0,0.0,0.0,0.0,0.0,2
ID9131,2475.0,2107.0,2374.0,3180.0,3941.0,3212.0,3430.0,3310.0,2407.0,2033.0,3680.0,1183.0,495.0,421.4,474.80000000000007,636.0,788.2,642.4,686.0,662.0,481.40000000000003,406.6,736.0,236.6,249280.0,212510.0,244110.0,313370.0,401970.0,328080.0,339080.0,330140.0,240130.0,200460.0,374470.0,117760.0,5725.0,6119.0,7041.0,7935.0,6512.0,0.0,0.0,0.0,0.0,0.0,1145.0,1223.8,1408.2,1587.0,1302.4,0.0,0.0,0.0,0.0,0.0,572500.0,550710.0,704100.0,872850.0,651200.0,0.0,0.0,0.0,0.0,0.0,2
ID6225,2540.0,1439.0,2822.0,2758.0,4003.0,2757.0,3400.0,2974.0,1833.0,2718.0,2588.0,3034.0,508.0,287.8,564.4000000000001,551.6,800.6,551.4000000000001,680.0,594.8000000000001,366.6,543.6,517.6,606.8,260800.0,143900.0,287340.0,274000.0,395370.0,267560.0,339220.0,300400.0,182230.0,269700.0,262800.0,304510.0,7101.0,5031.0,8270.0,5154.0,7310.0,0.0,0.0,0.0,0.0,0.0,1420.2,1006.2,1654.0,1030.8,1462.0,0.0,0.0,0.0,0.0,0.0,710100.0,452790.0,827000.0,566940.0,731000.0,0.0,0.0,0.0,0.0,0.0,2
ID5858,2044.0,2846.0,4182.0,2006.0,3354.0,2579.0,2217.0,1320.0,2405.0,3057.0,4218.0,2555.0,408.8,569.2,836.4000000000001,401.20000000000005,670.8000000000001,515.8000000000001,443.4,264.0,481.0,611.4000000000001,843.6,511.00000000000006,206790.0,279310.0,414420.0,205050.0,331570.0,255990.0,225410.0,125880.0,241660.0,304650.0,422160.0,261900.0,7829.0,6074.0,6487.0,5723.0,6670.0,0.0,0.0,0.0,0.0,0.0,1565.8000000000002,1214.8,1297.4,1144.6,1334.0,0.0,0.0,0.0,0.0,0.0,782900.0,546660.0,648700.0,629530.0,667000.0,0.0,0.0,0.0,0.0,0.0,2
ID1083,2929.0,2884.0,3491.0,2853.0,2626.0,1862.0,3049.0,3010.0,4119.0,2372.0,1827.0,2679.0,585.8000000000001,576.8,698.2,570.6,525.2,372.4,609.8000000000001,602.0,823.8000000000001,474.40000000000003,365.4,535.8000000000001,299210.0,282350.0,349950.0,282780.0,272210.0,179840.0,300250.0,311310.0,416670.0,230690.0,184690.0,275880.0,7107.0,6720.0,6611.0,8293.0,4970.0,0.0,0.0,0.0,0.0,0.0,1421.4,1344.0,1322.2,1658.6000000000001,994.0,0.0,0.0,0.0,0.0,0.0,710700.0,604800.0,661100.0,912230.0,497000.0,0.0,0.0,0.0,0.0,0.0,2
ID2525,1782.0,1832.0,2426.0,1867.0,3070.0,3107.0,3600.0,3586.0,1971.0,3503.0,2028.0,3536.0,356.40000000000003,366.40000000000003,485.20000000000005,373.40000000000003,614.0,621.4000000000001,720.0,717.2,394.20000000000005,700.6,405.6,707.2,181530.0,187960.0,252260.0,197730.0,302650.0,315980.0,357230.0,356560.0,201510.0,352070.0,203830.0,349160.0,8070.0,4778.0,6378.0,7545.0,5537.0,0.0,0.0,0.0,0.0,0.0,1614.0,955.6000000000001,1275.6000000000001,1509.0,1107.4,0.0,0.0,0.0,0.0,0.0,807000.0,430020.0,637800.0,829950.0,553700.0,0.0,0.0,0.0,0.0,0.0,2
ID5499,3133.0,2895.0,4812.0,2667.0,3042.0,3891.0,2670.0,1545.0,2532.0,1402.0,2393.0,983.0,626.6,579.0,962.4000000000001,533.4,608.4000000000001,778.2,534.0,309.0,506.4,280.40000000000003,478.6,196.60000000000002,324440.0,285960.0,484260.0,269160.0,309180.0,383880.0,272050.0,154160.0,246120.0,142230.0,235280.0,100170.0,5983.0,5598.0,6851.0,6637.0,6896.0,0.0,0.0,0.0,0.0,0.0,1196.6000000000001,1119.6,1370.2,1327.4,1379.2,0.0,0.0,0.0,0.0,0.0,598300.0,503820.0,685100.0,730070.0,689600.0,0.0,0.0,0.0,0.0,0.0,2
ID5606,1318.0,4133.0,3782.0,2947.0,4225.0,2746.0,3446.0,1517.0,3499.0,2118.0,2443.0,1982.0,263.6,826.6,756.4000000000001,589.4000000000001,845.0,549.2,689.2,303.40000000000003,699.8000000000001,423.6,488.6,396.40000000000003,134710.0,411740.0,369870.0,289120.0,411000.0,263940.0,347570.0,151860.0,352520.0,219410.0,246410.0,198620.0,6330.0,7556.0,7225.0,5673.0,7372.0,0.0,0.0,0.0,0.0,0.0,1266.0,1511.2,1445.0,1134.6000000000001,1474.4,0.0,0.0,0.0,0.0,0.0,633000.0,680040.0,722500.0,624030.0,737200.0,0.0,0.0,0.0,0.0,0.0,2
ID3910,601.0,3192.0,2866.0,2123.0,3559.0,3331.0,2102.0,2604.0,3817.0,2940.0,2838.0,2641.0,120.20000000000002,638.4,573.2,424.6,711.8000000000001,666.2,420.40000000000003,520.8000000000001,763.4000000000001,588.0,567.6,528.2,59380.0,316870.0,294250.0,203980.0,356410.0,339990.0,211090.0,257610.0,383690.0,290880.0,281080.0,270200.0,4647.0,6432.0,7537.0,6835.0,7163.0,0.0,0.0,0.0,0.0,0.0,929.4000000000001,1286.4,1507.4,1367.0,1432.6000000000001,0.0,0.0,0.0,0.0,0.0,464700.0,578880.0,753700.0,751850.0,716300.0,0.0,0.0,0.0,0.0,0.0,2
ID9710,2676.0,3109.0,3881.0,3591.0,3643.0,2732.0,2104.0,2993.0,3555.0,2856.0,3095.0,2677.0,535.2,621.8000000000001,776.2,718.2,728.6,546.4,420.8,598.6,711.0,571.2,619.0,535.4000000000001,272050.0,308670.0,387250.0,360250.0,356430.0,267330.0,212450.0,294060.0,365350.0,285820.0,316750.0,265620.0,8490.0,7343.0,5738.0,7426.0,7915.0,0.0,0.0,0.0,0.0,0.0,1698.0,1468.6000000000001,1147.6000000000001,1485.2,1583.0,0.0,0.0,0.0,0.0,0.0,849000.0,660870.0,573800.0,816860.0,791500.0,0.0,0.0,0.0,0.0,0.0,2
ID6167,3290.0,1463.0,4498.0,2539.0,1939.0,2225.0,3398.0,1659.0,2745.0,3685.0,2549.0,1995.0,658.0,292.6,899.6,507.8,387.8,445.0,679.6,331.8,549.0,737.0,509.8,399.00000000000006,333170.0,147190.0,455680.0,259450.0,196210.0,216830.0,349500.0,163850.0,271550.0,373350.0,262580.0,207950.0,5611.0,3919.0,7276.0,7800.0,7379.0,0.0,0.0,0.0,0.0,0.0,1122.2,783.8,1455.2,1560.0,1475.8000000000002,0.0,0.0,0.0,0.0,0.0,561100.0,352710.0,727600.0,858000.0,737900.0,0.0,0.0,0.0,0.0,0.0,2
ID4109,2476.0,2951.0,3542.0,2677.0,2722.0,3564.0,3058.0,3019.0,3859.0,3749.0,2299.0,3154.0,495.20000000000005,590.2,708.4000000000001,535.4,544.4000000000001,712.8000000000001,611.6,603.8,771.8000000000001,749.8000000000001,459.8,630.8000000000001,239530.0,301310.0,357960.0,275200.0,267470.0,357060.0,309700.0,303930.0,383270.0,375440.0,233790.0,306030.0,7672.0,7685.0,8040.0,8054.0,5619.0,0.0,0.0,0.0,0.0,0.0,1534.4,1537.0,1608.0,1610.8,1123.8,0.0,0.0,0.0,0.0,0.0,767200.0,691650.0,804000.0,885940.0,561900.0,0.0,0.0,0.0,0.0,0.0,2
ID3331,2319.0,2040.0,2344.0,4421.0,2343.0,2241.0,2491.0,3516.0,2347.0,2271.0,1539.0,2867.0,463.80000000000007,408.00000000000006,468.80000000000007,884.2,468.6,448.20000000000005,498.20000000000005,703.2,469.40000000000003,454.20000000000005,307.8,573.4,240360.0,210910.0,239750.0,444430.0,228930.0,215530.0,243590.0,360880.0,235390.0,225710.0,155110.0,291240.0,7157.0,5190.0,6313.0,6983.0,5096.0,0.0,0.0,0.0,0.0,0.0,1431.4,1038.0,1262.6000000000001,1396.6000000000001,1019.2,0.0,0.0,0.0,0.0,0.0,715700.0,467100.0,631300.0,768130.0,509600.0,0.0,0.0,0.0,0.0,0.0,2
ID8071,2200.0,751.0,1134.0,1999.0,1307.0,2199.0,1580.0,1941.0,1550.0,2224.0,1558.0,1551.0,440.00000000000006,150.20000000000002,226.8,399.80000000000007,261.4,439.8,316.0,388.20000000000005,310.0,444.8,311.6,310.20000000000005,219560.0,74250.0,115300.0,198280.0,127980.0,214740.0,159130.0,190810.0,156250.0,224380.0,158260.0,154130.0,4295.0,4089.0,3810.0,3456.0,4344.0,0.0,0.0,0.0,0.0,0.0,859.0,817.8000000000001,762.0,691.2,868.8000000000001,0.0,0.0,0.0,0.0,0.0,429500.0,368010.0,381000.0,380160.0,434400.0,0.0,0.0,0.0,0.0,0.0,2
ID5229,1829.0,2468.0,1961.0,1734.0,545.0,1330.0,1779.0,2132.0,1484.0,1250.0,1857.0,2339.0,365.80000000000007,493.6,392.20000000000005,346.8,109.0,266.0,355.8,426.40000000000003,296.8,250.0,371.4,467.8,182220.0,244720.0,196830.0,175820.0,55680.0,132330.0,178860.0,210090.0,144470.0,124550.0,183030.0,235680.0,4261.0,4731.0,3514.0,4079.0,4123.0,0.0,0.0,0.0,0.0,0.0,852.2,946.2,702.8000000000001,815.8000000000001,824.6,0.0,0.0,0.0,0.0,0.0,426100.0,425790.0,351400.0,448690.0,412300.0,0.0,0.0,0.0,0.0,0.0,2
ID2378,1253.0,2200.0,1596.0,1368.0,1417.0,2263.0,1428.0,1590.0,2135.0,1243.0,967.0,1521.0,250.60000000000002,440.00000000000006,319.20000000000005,273.6,283.4,452.6,285.6,318.0,427.0,248.60000000000002,193.4,304.2,130760.0,219960.0,163050.0,134510.0,137120.0,224090.0,143550.0,160830.0,218160.0,122760.0,93450.0,153520.0,3994.0,3866.0,2392.0,4232.0,4497.0,0.0,0.0,0.0,0.0,0.0,798.8000000000001,773.2,478.40000000000003,846.4000000000001,899.4000000000001,0.0,0.0,0.0,0.0,0.0,399400.0,347940.0,239200.0,465520.0,449700.0,0.0,0.0,0.0,0.0,0.0,2
ID1329,1328.0,1992.0,1422.0,2352.0,1548.0,2363.0,1536.0,1445.0,847.0,2060.0,2698.0,1605.0,265.6,398.40000000000003,284.40000000000003,470.40000000000003,309.6,472.6,307.2,289.0,169.4,412.0,539.6,321.0,136360.0,197820.0,146530.0,237000.0,151750.0,240060.0,151870.0,145160.0,82240.0,209070.0,270600.0,163890.0,4171.0,3563.0,3622.0,4838.0,5002.0,0.0,0.0,0.0,0.0,0.0,834.2,712.6,724.4000000000001,967.6,1000.4000000000001,0.0,0.0,0.0,0.0,0.0,417100.0,320670.0,362200.0,532180.0,500200.0,0.0,0.0,0.0,0.0,0.0,2
ID4958,1003.0,1037.0,1481.0,2949.0,1183.0,451.0,1118.0,1886.0,1234.0,1583.0,957.0,1568.0,200.60000000000002,207.4,296.20000000000005,589.8000000000001,236.60000000000002,90.2,223.60000000000002,377.20000000000005,246.8,316.6,191.4,313.6,101080.0,100500.0,148210.0,296270.0,118300.0,43790.0,118790.0,191350.0,120470.0,161230.0,97270.0,155020.0,3388.0,3544.0,2620.0,4272.0,2626.0,0.0,0.0,0.0,0.0,0.0,677.6,708.8000000000001,524.0,854.4000000000001,525.2,0.0,0.0,0.0,0.0,0.0,338800.0,318960.0,262000.0,469920.0,262600.0,0.0,0.0,0.0,0.0,0.0,2
ID1860,1208.0,1544.0,1117.0,1465.0,1550.0,1609.0,2700.0,2591.0,1105.0,1419.0,1610.0,1728.0,241.60000000000002,308.8,223.4,293.0,310.0,321.8,540.0,518.2,221.0,283.8,322.0,345.6,118080.0,157330.0,109390.0,146400.0,154190.0,155560.0,265950.0,260870.0,107150.0,145250.0,158740.0,172800.0,5778.0,3816.0,4188.0,2527.0,3337.0,0.0,0.0,0.0,0.0,0.0,1155.6,763.2,837.6,505.40000000000003,667.4000000000001,0.0,0.0,0.0,0.0,0.0,577800.0,343440.0,418800.0,277970.0,333700.0,0.0,0.0,0.0,0.0,0.0,2
ID4394,2106.0,1833.0,1529.0,1261.0,1955.0,1692.0,1719.0,1920.0,2600.0,1818.0,1995.0,999.0,421.20000000000005,366.6,305.8,252.20000000000002,391.0,338.40000000000003,343.8,384.00000000000006,520.0,363.6,399.0,199.8,204510.0,176350.0,154640.0,127450.0,190070.0,169880.0,170910.0,185240.0,259070.0,186380.0,200010.0,101380.0,4433.0,4993.0,3765.0,3312.0,4924.0,0.0,0.0,0.0,0.0,0.0,886.6000000000001,998.6,753.0,662.4000000000001,984.8,0.0,0.0,0.0,0.0,0.0,443300.0,449370.0,376500.0,364320.0,492400.0,0.0,0.0,0.0,0.0,0.0,2
ID9347,2188.0,2282.0,1679.0,1250.0,1968.0,1198.0,1649.0,2504.0,1812.0,2170.0,1521.0,2573.0,437.6,456.40000000000003,335.8,250.0,393.6,239.60000000000002,329.8,500.8,362.40000000000003,434.0,304.20000000000005,514.6,220040.0,224900.0,166500.0,123340.0,199440.0,119120.0,162790.0,250920.0,185110.0,220750.0,156690.0,256110.0,6212.0,3593.0,3546.0,4224.0,5219.0,0.0,0.0,0.0,0.0,0.0,1242.4,718.6,709.2,844.8000000000001,1043.8000000000002,0.0,0.0,0.0,0.0,0.0,621200.0,323370.0,354600.0,464640.0,521900.0,0.0,0.0,0.0,0.0,0.0,2
ID4281,2656.0,1541.0,1596.0,1248.0,1507.0,2184.0,1337.0,2064.0,1232.0,1843.0,1937.0,2366.0,531.2,308.2,319.20000000000005,249.60000000000002,301.4,436.8,267.40000000000003,412.80000000000007,246.4,368.6,387.4,473.20000000000005,264290.0,147420.0,156780.0,131330.0,155690.0,217520.0,130190.0,206220.0,124460.0,189240.0,198360.0,235940.0,5496.0,4246.0,2623.0,4880.0,4266.0,0.0,0.0,0.0,0.0,0.0,1099.2,849.2,524.6,976.0,853.2,0.0,0.0,0.0,0.0,0.0,549600.0,382140.0,262300.0,536800.0,426600.0,0.0,0.0,0.0,0.0,0.0,2
